Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths"
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Massachusetts,All Ages,68,1051,83,0,83,125
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Michigan,All Ages,42,1993,90,0,90,113
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Minnesota,All Ages,44,881,44,0,44,79
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Mississippi,All Ages,85,726,76,0,76,124
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Missouri,All Ages,40,1242,51,0,51,79
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Montana,All Ages,,171,,0,,
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Nebraska,All Ages,11,304,21,0,21,29
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Nevada,All Ages,41,518,54,0,54,62
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,New Hampshire,All Ages,15,235,,0,,22
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,New Jersey,All Ages,98,1425,93,0,93,153
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,New Mexico,All Ages,22,455,29,0,29,43
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,New York,All Ages,75,1932,145,0,145,197
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,New York City,All Ages,52,977,71,0,71,104
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,North Carolina,All Ages,104,1993,127,0,127,185
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,North Dakota,All Ages,,105,,0,,10
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Ohio,All Ages,106,2520,128,,129,193
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Oklahoma,All Ages,28,814,55,0,55,71
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Oregon,All Ages,20,756,28,0,28,43
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Pennsylvania,All Ages,134,2554,138,0,138,232
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Rhode Island,All Ages,19,169,14,0,14,25
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,South Carolina,All Ages,129,1188,105,0,105,179
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,South Dakota,All Ages,,154,10,0,10,13
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Tennessee,All Ages,69,1460,85,0,85,135
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Texas,All Ages,812,4970,589,0,589,1023
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Utah,All Ages,22,426,23,0,23,38
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Vermont,All Ages,,95,,0,,
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Virginia,All Ages,57,1413,65,0,65,102
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Washington,All Ages,46,1136,77,0,77,100
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,West Virginia,All Ages,,434,29,0,29,29
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Wisconsin,All Ages,23,1046,41,0,41,61
11/2/23,6/28/20,7/4/20,2020,27,7/4/20,By Week,Week-ending,Wyoming,All Ages,0,103,,0,,
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Alabama,All Ages,148,1298,99,0,99,206
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Alaska,All Ages,,102,,0,,
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Arizona,All Ages,499,1925,403,0,403,597
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Arkansas,All Ages,52,678,57,0,57,84
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,California,All Ages,744,6040,728,0,728,1073
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Colorado,All Ages,30,803,40,0,40,59
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Connecticut,All Ages,25,615,29,0,29,48
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Delaware,All Ages,11,200,14,0,14,19
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,District of Columbia,All Ages,,115,,0,,
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Florida,All Ages,769,5055,589,,590,1000
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Georgia,All Ages,217,1977,162,0,162,281
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Hawaii,All Ages,,240,,0,,
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Idaho,All Ages,13,271,,0,,17
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Illinois,All Ages,115,2253,161,0,161,228
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Indiana,All Ages,80,1330,102,0,102,145
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Iowa,All Ages,28,568,27,0,27,50
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Kansas,All Ages,18,517,13,0,13,31
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Kentucky,All Ages,38,1055,84,0,84,106
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Louisiana,All Ages,122,1069,108,0,108,170
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Maine,All Ages,,286,13,0,13,19
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Maryland,All Ages,72,1023,70,,71,124
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Massachusetts,All Ages,56,1026,49,,50,92
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Michigan,All Ages,42,1900,93,0,93,122
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Minnesota,All Ages,31,849,45,0,45,70
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Mississippi,All Ages,123,816,103,0,103,172
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Missouri,All Ages,37,1261,56,,57,87
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Montana,All Ages,,188,,0,,13
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Nebraska,All Ages,11,317,21,0,21,24
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Nevada,All Ages,68,609,77,0,77,95
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,New Hampshire,All Ages,,255,13,0,13,21
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,New Jersey,All Ages,85,1391,79,0,79,132
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,New Mexico,All Ages,24,411,31,0,31,43
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,New York,All Ages,71,1937,145,0,145,195
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,New York City,All Ages,43,1030,76,,77,103
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,North Carolina,All Ages,130,1950,133,0,133,215
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,North Dakota,All Ages,,123,,0,,10
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Ohio,All Ages,131,2532,161,,162,235
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Oklahoma,All Ages,40,793,66,0,66,90
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Oregon,All Ages,16,734,33,0,33,46
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Pennsylvania,All Ages,123,2647,142,0,142,227
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Rhode Island,All Ages,13,173,10,0,10,20
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,South Carolina,All Ages,146,1230,116,0,116,203
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,South Dakota,All Ages,14,168,15,0,15,23
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Tennessee,All Ages,102,1544,141,0,141,186
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Texas,All Ages,1265,5701,926,,930,1525
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Utah,All Ages,35,393,26,0,26,52
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Vermont,All Ages,,116,,0,,
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Virginia,All Ages,68,1521,81,0,81,119
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Washington,All Ages,61,1155,86,0,86,116
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,West Virginia,All Ages,,453,17,0,17,18
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Wisconsin,All Ages,21,1051,44,0,44,57
11/2/23,7/5/20,7/11/20,2020,28,7/11/20,By Week,Week-ending,Wyoming,All Ages,,106,,0,,
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Alabama,All Ages,199,1306,104,0,104,254
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Alaska,All Ages,,90,,0,,
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Arizona,All Ages,537,1951,401,,402,609
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Arkansas,All Ages,57,704,60,,61,94
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,California,All Ages,897,6229,758,0,758,1176
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Colorado,All Ages,41,784,55,0,55,74
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Connecticut,All Ages,15,571,24,0,24,36
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Delaware,All Ages,,196,14,0,14,16
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,District of Columbia,All Ages,10,100,,0,,12
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Florida,All Ages,1171,5440,812,,815,1423
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Georgia,All Ages,288,2155,207,0,207,365
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Hawaii,All Ages,,227,14,0,14,16
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Idaho,All Ages,24,304,15,0,15,35
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Illinois,All Ages,95,2144,121,0,121,179
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Indiana,All Ages,62,1363,90,,91,132
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Iowa,All Ages,41,604,31,0,31,59
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Kansas,All Ages,26,540,25,0,25,41
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Kentucky,All Ages,39,959,71,,72,99
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Louisiana,All Ages,161,1148,122,0,122,205
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Maine,All Ages,,299,12,0,12,17
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Maryland,All Ages,64,1046,82,0,82,117
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Massachusetts,All Ages,37,1044,57,0,57,82
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Michigan,All Ages,37,1906,85,0,85,106
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Minnesota,All Ages,39,858,62,0,62,90
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Mississippi,All Ages,136,810,127,0,127,181
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Missouri,All Ages,51,1325,71,0,71,106
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Montana,All Ages,,197,11,0,11,18
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Nebraska,All Ages,,324,23,0,23,27
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Nevada,All Ages,90,618,97,0,97,117
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,New Hampshire,All Ages,,237,11,0,11,16
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,New Jersey,All Ages,62,1337,83,0,83,122
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,New Mexico,All Ages,28,418,23,0,23,38
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,New York,All Ages,67,1868,151,0,151,193
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,New York City,All Ages,53,970,78,0,78,113
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,North Carolina,All Ages,154,2015,145,0,145,239
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,North Dakota,All Ages,,114,,0,,11
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Ohio,All Ages,128,2522,169,,170,241
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Oklahoma,All Ages,49,813,64,0,64,89
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Oregon,All Ages,31,765,30,0,30,51
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Pennsylvania,All Ages,110,2564,120,0,120,201
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Rhode Island,All Ages,,182,,0,,13
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,South Carolina,All Ages,232,1362,149,0,149,294
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,South Dakota,All Ages,,155,10,0,10,13
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Tennessee,All Ages,116,1587,140,,142,193
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Texas,All Ages,1736,6190,1164,,1166,1984
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Utah,All Ages,30,423,18,0,18,42
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Vermont,All Ages,0,92,,0,,
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Virginia,All Ages,94,1384,101,,102,163
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Washington,All Ages,48,1174,72,0,72,91
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,West Virginia,All Ages,,427,28,0,28,33
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Wisconsin,All Ages,33,1050,43,0,43,70
11/2/23,7/12/20,7/18/20,2020,29,7/18/20,By Week,Week-ending,Wyoming,All Ages,,107,,0,,
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Alabama,All Ages,263,1379,147,,148,315
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Alaska,All Ages,,96,,0,,
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Arizona,All Ages,469,1829,342,0,342,530
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Arkansas,All Ages,79,728,80,0,80,122
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,California,All Ages,1013,6227,874,,875,1324
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Colorado,All Ages,32,819,58,0,58,68
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Connecticut,All Ages,14,575,19,0,19,31
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Delaware,All Ages,11,202,10,0,10,15
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,District of Columbia,All Ages,,92,,0,,
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Florida,All Ages,1392,5660,919,,920,1596
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Georgia,All Ages,374,2156,250,,251,454
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Hawaii,All Ages,,223,,0,,11
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Idaho,All Ages,43,322,29,0,29,49
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Illinois,All Ages,86,2091,137,,138,184
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Indiana,All Ages,75,1310,105,,106,150
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Iowa,All Ages,48,656,38,0,38,75
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Kansas,All Ages,38,569,37,0,37,62
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Kentucky,All Ages,52,973,90,0,90,121
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Louisiana,All Ages,228,1217,148,0,148,268
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Maine,All Ages,,275,16,0,16,18
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Maryland,All Ages,69,1031,80,0,80,116
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Massachusetts,All Ages,37,1080,55,0,55,80
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Michigan,All Ages,40,1916,99,0,99,125
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Minnesota,All Ages,37,867,58,0,58,86
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Mississippi,All Ages,161,896,141,0,141,217
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Missouri,All Ages,88,1314,79,0,79,132
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Montana,All Ages,10,214,,0,,17
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Nebraska,All Ages,14,357,23,0,23,33
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Nevada,All Ages,95,659,105,0,105,131
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,New Hampshire,All Ages,,260,11,0,11,16
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,New Jersey,All Ages,66,1381,87,0,87,130
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,New Mexico,All Ages,48,444,42,0,42,61
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,New York,All Ages,50,1838,129,0,129,165
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,New York City,All Ages,56,1041,87,0,87,121
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,North Carolina,All Ages,189,2128,161,0,161,276
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,North Dakota,All Ages,,129,,0,,14
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Ohio,All Ages,191,2481,187,0,187,303
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Oklahoma,All Ages,71,919,86,,87,125
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Oregon,All Ages,30,736,40,0,40,58
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Pennsylvania,All Ages,91,2504,114,0,114,176
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Rhode Island,All Ages,,175,15,0,15,20
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,South Carolina,All Ages,318,1373,195,0,195,374
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,South Dakota,All Ages,13,165,14,0,14,22
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Tennessee,All Ages,143,1624,160,,161,236
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Texas,All Ages,1885,6247,1177,,1179,2135
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Utah,All Ages,41,417,28,0,28,53
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Vermont,All Ages,,127,,0,,
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Virginia,All Ages,95,1500,88,0,88,145
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Washington,All Ages,76,1187,81,,82,124
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,West Virginia,All Ages,,511,35,0,35,42
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Wisconsin,All Ages,51,1096,46,0,46,87
11/2/23,7/19/20,7/25/20,2020,30,7/25/20,By Week,Week-ending,Wyoming,All Ages,,106,,0,,
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Alabama,All Ages,282,1410,172,0,172,347
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Alaska,All Ages,,112,,0,,
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Arizona,All Ages,384,1760,280,0,280,446
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Arkansas,All Ages,86,754,83,0,83,127
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,California,All Ages,1009,6328,880,0,880,1316
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Colorado,All Ages,39,803,55,0,55,73
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Connecticut,All Ages,10,556,20,0,20,28
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Delaware,All Ages,,195,,0,,10
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,District of Columbia,All Ages,,104,,0,,12
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Florida,All Ages,1488,5752,992,,997,1720
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Georgia,All Ages,422,2186,254,0,254,491
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Hawaii,All Ages,,213,10,0,10,11
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Idaho,All Ages,48,320,30,0,30,58
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Illinois,All Ages,102,2157,139,0,139,195
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Indiana,All Ages,80,1354,103,0,103,149
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Iowa,All Ages,49,651,48,0,48,77
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Kansas,All Ages,36,554,40,0,40,58
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Kentucky,All Ages,49,1047,76,0,76,105
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Louisiana,All Ages,240,1206,161,0,161,291
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Maine,All Ages,,277,13,0,13,16
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Maryland,All Ages,79,1083,79,0,79,134
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Massachusetts,All Ages,32,1001,48,0,48,72
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Michigan,All Ages,58,1973,110,0,110,148
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Minnesota,All Ages,40,821,43,0,43,70
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Mississippi,All Ages,231,893,169,,170,278
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Missouri,All Ages,76,1308,76,0,76,124
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Montana,All Ages,15,208,,0,,19
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Nebraska,All Ages,13,352,22,0,22,32
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Nevada,All Ages,104,603,103,0,103,130
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,New Hampshire,All Ages,,256,,0,,
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,New Jersey,All Ages,61,1405,83,0,83,116
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,New Mexico,All Ages,53,423,45,0,45,71
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,New York,All Ages,44,1894,117,0,117,151
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,New York City,All Ages,34,989,80,,81,101
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,North Carolina,All Ages,208,2061,180,0,180,301
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,North Dakota,All Ages,,126,,0,,12
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Ohio,All Ages,186,2600,177,0,177,280
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Oklahoma,All Ages,86,922,97,0,97,153
11/2/23,7/26/20,8/1/20,2020,31,8/1/20,By Week,Week-ending,Oregon,All Ages,35,722,30,0,30,52
