Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths"
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Maine,All Ages,0,298,22,,25,25
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Maryland,All Ages,0,1044,69,10,79,79
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Massachusetts,All Ages,0,1188,100,15,115,115
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Michigan,All Ages,0,2033,115,12,127,127
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Minnesota,All Ages,0,940,73,,79,79
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Mississippi,All Ages,0,644,50,,52,52
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Missouri,All Ages,0,1312,84,,93,93
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Montana,All Ages,0,226,12,,13,13
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Nebraska,All Ages,0,362,27,,33,33
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Nevada,All Ages,0,506,28,,35,35
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,New Hampshire,All Ages,0,247,13,,16,16
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,New Jersey,All Ages,0,1547,90,10,100,100
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,New Mexico,All Ages,0,387,30,,35,35
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,New York,All Ages,0,2091,148,16,164,164
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,New York City,All Ages,0,1146,94,20,114,114
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,North Carolina,All Ages,0,1977,125,15,140,140
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,North Dakota,All Ages,0,126,10,,11,11
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Ohio,All Ages,0,2499,130,27,157,157
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Oklahoma,All Ages,0,847,82,,90,90
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Oregon,All Ages,0,719,33,,38,38
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Pennsylvania,All Ages,0,2767,167,12,179,179
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Rhode Island,All Ages,0,216,,,,
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,South Carolina,All Ages,0,1029,62,12,74,74
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,South Dakota,All Ages,0,167,10,0,10,10
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Tennessee,All Ages,0,1497,118,12,130,130
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Texas,All Ages,0,4118,270,30,300,300
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Utah,All Ages,0,354,20,,22,22
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Vermont,All Ages,0,107,,,,
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Virginia,All Ages,0,1480,78,,87,87
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Washington,All Ages,0,1204,72,,80,80
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,West Virginia,All Ages,0,481,34,,36,36
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Wisconsin,All Ages,0,1190,68,,71,71
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Wyoming,All Ages,0,104,,,,
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Alabama,All Ages,0,1127,64,12,76,76
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Alaska,All Ages,0,93,,,,
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Arizona,All Ages,0,1226,78,10,88,88
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Arkansas,All Ages,0,689,51,,60,60
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,California,All Ages,,5902,453,68,521,522
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Colorado,All Ages,0,835,47,11,58,58
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Connecticut,All Ages,0,644,38,,44,44
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Delaware,All Ages,0,198,,,,
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,District of Columbia,All Ages,0,111,,0,,
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Florida,All Ages,0,4252,266,33,299,299
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Georgia,All Ages,0,1793,100,10,110,110
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Hawaii,All Ages,0,238,21,0,21,21
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Idaho,All Ages,0,285,17,,19,19
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Illinois,All Ages,0,2307,160,10,170,170
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Indiana,All Ages,0,1340,101,11,112,112
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Iowa,All Ages,0,653,42,,47,47
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Kansas,All Ages,0,520,29,,38,38
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Kentucky,All Ages,0,959,91,11,102,102
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Louisiana,All Ages,0,942,34,,41,41
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Maine,All Ages,0,327,29,,36,36
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Maryland,All Ages,0,1018,61,,69,69
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Massachusetts,All Ages,0,1237,93,13,106,106
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Michigan,All Ages,0,1992,140,,148,148
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Minnesota,All Ages,0,927,58,,67,67
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Mississippi,All Ages,,727,60,,67,68
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Missouri,All Ages,0,1298,74,,78,78
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Montana,All Ages,0,203,,,12,12
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Nebraska,All Ages,0,336,22,,26,26
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Nevada,All Ages,0,554,43,,48,48
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,New Hampshire,All Ages,0,255,10,,14,14
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,New Jersey,All Ages,0,1518,83,10,93,93
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,New Mexico,All Ages,0,396,19,,23,23
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,New York,All Ages,,2109,150,23,173,174
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,New York City,All Ages,0,1145,106,16,122,122
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,North Carolina,All Ages,0,2057,125,20,145,145
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,North Dakota,All Ages,0,135,,,10,10
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Ohio,All Ages,0,2531,135,18,153,153
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Oklahoma,All Ages,0,832,61,,68,68
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Oregon,All Ages,0,732,38,,44,44
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Pennsylvania,All Ages,0,2771,142,19,161,161
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Rhode Island,All Ages,0,233,,,,
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,South Carolina,All Ages,0,1106,62,17,79,79
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,South Dakota,All Ages,0,149,17,,20,20
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Tennessee,All Ages,0,1515,110,14,124,124
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Texas,All Ages,0,4238,278,36,314,314
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Utah,All Ages,0,382,26,,29,29
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Vermont,All Ages,0,115,,,,
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Virginia,All Ages,0,1544,67,11,78,78
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Washington,All Ages,0,1194,72,,79,79
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,West Virginia,All Ages,0,496,39,,44,44
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Wisconsin,All Ages,0,1063,52,,57,57
11/2/23,2/2/20,2/8/20,2020,6,2/8/20,By Week,Week-ending,Wyoming,All Ages,0,106,13,,14,14
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Alabama,All Ages,0,1106,81,,88,88
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Alaska,All Ages,0,93,0,0,0,0
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Arizona,All Ages,0,1274,92,15,107,107
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Arkansas,All Ages,0,701,36,,41,41
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,California,All Ages,0,5564,432,75,507,507
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Colorado,All Ages,0,801,48,,56,56
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Connecticut,All Ages,0,631,33,13,46,46
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Delaware,All Ages,0,210,,0,,
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,District of Columbia,All Ages,0,101,,0,,
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Florida,All Ages,0,4225,262,24,286,286
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Georgia,All Ages,,1758,90,17,107,109
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Hawaii,All Ages,0,275,23,,27,27
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Idaho,All Ages,0,283,12,,14,14
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Illinois,All Ages,0,2271,144,13,157,157
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Indiana,All Ages,0,1409,97,,106,106
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Iowa,All Ages,0,610,40,,46,46
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Kansas,All Ages,0,589,37,,44,44
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Kentucky,All Ages,0,966,77,,86,86
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Louisiana,All Ages,0,934,44,,51,51
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Maine,All Ages,0,332,23,,26,26
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Maryland,All Ages,0,1027,74,13,87,87
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Massachusetts,All Ages,0,1236,89,13,102,102
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Michigan,All Ages,,2057,110,19,129,129
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Minnesota,All Ages,0,934,50,,56,56
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Mississippi,All Ages,,671,56,,60,61
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Missouri,All Ages,0,1318,69,10,79,79
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Montana,All Ages,0,195,,,12,12
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Nebraska,All Ages,0,320,27,,30,30
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Nevada,All Ages,0,514,29,,35,35
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,New Hampshire,All Ages,0,249,,,12,12
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,New Jersey,All Ages,0,1512,79,,87,87
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,New Mexico,All Ages,0,397,34,,38,38
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,New York,All Ages,0,2058,168,15,183,183
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,New York City,All Ages,,1129,89,15,104,105
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,North Carolina,All Ages,0,2044,139,26,165,165
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,North Dakota,All Ages,0,141,,,,
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Ohio,All Ages,0,2488,142,24,166,166
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Oklahoma,All Ages,0,835,85,,94,94
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Oregon,All Ages,0,772,39,,40,40
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Pennsylvania,All Ages,0,2780,170,24,194,194
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Rhode Island,All Ages,0,189,13,,17,17
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,South Carolina,All Ages,0,1014,70,16,86,86
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,South Dakota,All Ages,0,177,,,12,12
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Tennessee,All Ages,0,1382,104,15,119,119
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Texas,All Ages,0,4293,293,44,337,337
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Utah,All Ages,0,405,12,,17,17
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Vermont,All Ages,0,132,,,,
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Virginia,All Ages,0,1403,59,10,69,69
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Washington,All Ages,0,1187,87,11,98,98
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,West Virginia,All Ages,0,487,37,,45,45
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Wisconsin,All Ages,0,1130,77,11,88,88
11/2/23,2/9/20,2/15/20,2020,7,2/15/20,By Week,Week-ending,Wyoming,All Ages,0,90,,,,
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Alabama,All Ages,0,1117,75,,80,80
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Alaska,All Ages,0,89,,,,
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Arizona,All Ages,0,1285,78,11,89,89
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Arkansas,All Ages,0,699,54,11,65,65
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,California,All Ages,,5760,462,71,533,534
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Colorado,All Ages,0,871,45,,48,48
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Connecticut,All Ages,0,652,35,11,46,46
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Delaware,All Ages,0,191,11,,12,12
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,District of Columbia,All Ages,0,97,,,,
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Florida,All Ages,0,4261,262,31,293,293
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Georgia,All Ages,0,1737,80,20,100,100
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Hawaii,All Ages,0,244,17,,18,18
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Idaho,All Ages,0,323,18,,22,22
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Illinois,All Ages,0,2291,148,15,163,163
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Indiana,All Ages,0,1387,104,12,116,116
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Iowa,All Ages,0,657,47,,53,53
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Kansas,All Ages,0,585,40,10,50,50
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Kentucky,All Ages,0,999,83,,89,89
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Louisiana,All Ages,,928,38,,47,47
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Maine,All Ages,0,305,19,,20,20
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Maryland,All Ages,0,976,66,,72,72
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Massachusetts,All Ages,,1164,91,17,108,109
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Michigan,All Ages,0,2106,133,28,161,161
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Minnesota,All Ages,0,915,65,12,77,77
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Mississippi,All Ages,0,645,41,,46,46
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Missouri,All Ages,0,1324,61,28,89,89
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Montana,All Ages,0,225,16,,18,18
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Nebraska,All Ages,0,316,26,,28,28
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Nevada,All Ages,0,536,27,,28,28
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,New Hampshire,All Ages,0,284,22,,24,24
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,New Jersey,All Ages,0,1511,83,11,94,94
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,New Mexico,All Ages,0,405,24,,26,26
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,New York,All Ages,,2095,167,25,192,193
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,New York City,All Ages,0,1071,74,11,85,85
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,North Carolina,All Ages,,1914,120,27,147,147
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,North Dakota,All Ages,0,164,11,0,11,11
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Ohio,All Ages,0,2537,120,18,138,138
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Oklahoma,All Ages,0,847,79,,86,86
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Oregon,All Ages,0,737,36,,41,41
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Pennsylvania,All Ages,0,2687,143,20,163,163
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Rhode Island,All Ages,0,196,,,,
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,South Carolina,All Ages,0,1058,49,,58,58
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,South Dakota,All Ages,0,177,,,10,10
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Tennessee,All Ages,0,1440,91,11,102,102
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Texas,All Ages,0,4148,271,33,304,304
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Utah,All Ages,0,361,13,,18,18
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Vermont,All Ages,0,121,,,,
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Virginia,All Ages,0,1458,74,,81,81
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Washington,All Ages,0,1117,69,,75,75
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,West Virginia,All Ages,0,477,30,11,41,41
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Wisconsin,All Ages,0,1176,56,16,72,72
11/2/23,2/16/20,2/22/20,2020,8,2/22/20,By Week,Week-ending,Wyoming,All Ages,0,105,,,,
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Alabama,All Ages,,1187,70,14,84,85
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Alaska,All Ages,0,92,,,,
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Arizona,All Ages,0,1313,75,13,88,88
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Arkansas,All Ages,0,666,34,,41,41
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,California,All Ages,0,5662,433,72,505,505
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Colorado,All Ages,0,831,57,16,73,73
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Connecticut,All Ages,0,628,58,,66,66
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Delaware,All Ages,0,163,10,,12,12
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,District of Columbia,All Ages,0,120,,0,,
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Florida,All Ages,0,4234,252,30,282,282
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Georgia,All Ages,0,1848,87,,96,96
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Hawaii,All Ages,0,237,14,,16,16
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Idaho,All Ages,0,290,18,,21,21
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Illinois,All Ages,0,2291,147,21,168,168
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Indiana,All Ages,0,1437,103,15,118,118
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Iowa,All Ages,0,664,38,,47,47
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Kansas,All Ages,0,560,35,13,48,48
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Kentucky,All Ages,0,1034,88,12,100,100
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Louisiana,All Ages,,984,47,11,58,58
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Maine,All Ages,0,298,25,,30,30
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Maryland,All Ages,0,1091,70,11,81,81
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Massachusetts,All Ages,0,1278,98,20,118,118
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Michigan,All Ages,,2018,104,29,133,133
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Minnesota,All Ages,0,942,70,18,88,88
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Mississippi,All Ages,0,694,59,12,71,71
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Missouri,All Ages,0,1316,81,23,104,104
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Montana,All Ages,0,239,10,,12,12
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Nebraska,All Ages,0,334,21,,23,23
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Nevada,All Ages,0,520,39,,43,43
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,New Hampshire,All Ages,0,231,14,,21,21
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,New Jersey,All Ages,0,1597,94,13,107,107
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,New Mexico,All Ages,0,412,26,,28,28
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,New York,All Ages,0,2196,163,17,180,180
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,New York City,All Ages,0,1105,93,,100,100
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,North Carolina,All Ages,0,1957,111,32,143,143
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,North Dakota,All Ages,0,142,12,,15,15
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Ohio,All Ages,0,2475,130,28,158,158
11/2/23,2/23/20,2/29/20,2020,9,2/29/20,By Week,Week-ending,Oklahoma,All Ages,0,852,79,17,96,96
